candidate,search_phase,workload_index,workload_uuid,seq_len,stage,mode,scale_mode,scope,max_abs,max_rel,mean_abs,matched_ratio_contest,matched_ratio_strict,selected_experts,failure_label
gemm2_operands__fp8__block,single_stage,2,6230e838-67ca-41dd-a9d6-6f36b7676c6b,32,gemm2_operands,fp8,block,storage_compute,22528.0,2675.55712890625,1059.48974609375,0.9703543526785714,0.6663949148995536,22,pass
gemm2_accumulator__bf16,single_stage,2,6230e838-67ca-41dd-a9d6-6f36b7676c6b,32,gemm2_accumulator,bf16,none,storage_compute,6144.0,165.39999389648438,137.39739990234375,0.996856689453125,0.9006565638950893,22,pass
out_accumulator__fp8__tensor,single_stage,2,6230e838-67ca-41dd-a9d6-6f36b7676c6b,32,out_accumulator,fp8,tensor,storage_compute,45056.0,1005.933349609375,1002.07763671875,0.9882681710379464,0.6659633091517857,22,pass
gemm1_accumulator__f16,single_stage,2,6230e838-67ca-41dd-a9d6-6f36b7676c6b,32,gemm1_accumulator,f16,none,storage_compute,4096.0,25.426666259765625,47.03876876831055,0.9986833844866071,0.9585527692522321,22,pass
baseline__fp32,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,hidden_dequant,fp8,block,storage_compute,26624.0,13157.8486328125,1551.494140625,0.95379638671875,0.4993879045758929,28,pass
gemm1_operands__f16,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,gemm1_operands,f16,none,storage_compute,4096.0,76.89898681640625,17.63926887512207,0.9994785853794643,0.98331298828125,28,pass
gemm1_output__fp8__tensor,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,gemm1_output,fp8,tensor,storage_compute,30464.0,4881.10107421875,1554.161865234375,0.9533203125,0.4998081752232143,28,pass
swiglu_input__fp8__block,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,swiglu_input,fp8,block,storage_compute,26624.0,4692.78173828125,1525.0423583984375,0.9541242327008929,0.5029628208705357,28,pass
swiglu_output__fp8__block,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,swiglu_output,fp8,block,storage_compute,15360.0,3029.732421875,964.33203125,0.9709786551339286,0.5561872209821428,28,pass
gemm2_operands__fp8__block,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,gemm2_operands,fp8,block,storage_compute,23936.0,5955.95361328125,1450.19287109375,0.9568272181919643,0.5068464006696429,28,pass
gemm2_accumulator__bf16,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,gemm2_accumulator,bf16,none,storage_compute,6144.0,1728.353515625,185.1175994873047,0.9958461216517858,0.8622384207589285,28,pass
out_accumulator__fp8__tensor,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,out_accumulator,fp8,tensor,storage_compute,51200.0,1079.888916015625,1270.2559814453125,0.9873430524553571,0.5148018973214286,28,pass
gemm1_accumulator__f16,single_stage,3,8f1ff9f1-6747-41d1-a1d8-2868cdacf893,80,gemm1_accumulator,f16,none,storage_compute,4096.0,518.1716918945312,66.20865631103516,0.9980521065848215,0.9376552036830357,28,pass
baseline__fp32,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,hidden_dequant,fp8,block,storage_compute,36864.0,229376.671875,1653.34130859375,0.952114218328841,0.47433438292769936,32,pass
gemm1_operands__f16,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,gemm1_operands,f16,none,storage_compute,4096.0,7130.41845703125,18.660179138183594,0.9994645706159823,0.9826544414935786,32,pass
gemm1_output__fp8__tensor,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,gemm1_output,fp8,tensor,storage_compute,46080.0,181248.765625,1687.738037109375,0.9505618137585223,0.47387714667234815,32,pass
swiglu_input__fp8__block,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,swiglu_input,fp8,block,storage_compute,46720.0,503221.125,1635.7041015625,0.9520634315046773,0.4772457995580308,32,pass
swiglu_output__fp8__block,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,swiglu_output,fp8,block,storage_compute,29952.0,239909.234375,1037.15771484375,0.9694346930989377,0.5332766729923102,32,pass
gemm2_operands__fp8__block,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,gemm2_operands,fp8,block,storage_compute,38912.0,306615.40625,1557.2388916015625,0.9544723992191216,0.4818257491675916,32,pass
gemm2_accumulator__bf16,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,gemm2_accumulator,bf16,none,storage_compute,8192.0,52076.640625,200.1019744873047,0.9955228627417948,0.8526257717119867,32,pass
out_accumulator__fp8__tensor,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,out_accumulator,fp8,tensor,storage_compute,73728.0,127561.9609375,1377.9879150390625,0.9854653683407325,0.48711624980180757,32,pass
gemm1_accumulator__f16,single_stage,4,1a4c6ba1-3cd2-4d7d-b716-84f2d52b69fc,901,gemm1_accumulator,f16,none,storage_compute,4096.0,28524.673828125,69.7418212890625,0.9979291982123037,0.9356009134196132,32,pass
baseline__fp32,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,hidden_dequant,fp8,block,storage_compute,20480.0,394.9712219238281,1522.6522216796875,0.9518694196428571,0.4787772042410714,13,pass
gemm1_operands__f16,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,gemm1_operands,f16,none,storage_compute,2048.0,5.769230842590332,16.861751556396484,0.9994855608258929,0.9831281389508929,13,pass
gemm1_output__fp8__tensor,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,gemm1_output,fp8,tensor,storage_compute,24576.0,373.1538391113281,1519.751708984375,0.9510236467633929,0.4808349609375,13,pass
swiglu_input__fp8__block,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,swiglu_input,fp8,block,storage_compute,20992.0,983.6153564453125,1523.2279052734375,0.9501691545758929,0.4809483119419643,13,pass
swiglu_output__fp8__block,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,swiglu_output,fp8,block,storage_compute,14848.0,862.8666381835938,939.61962890625,0.9695347377232143,0.5396205357142857,13,pass
gemm2_operands__fp8__block,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,gemm2_operands,fp8,block,storage_compute,22528.0,1334.4100341796875,1432.8641357421875,0.9539533342633929,0.4853079659598214,13,pass
gemm2_accumulator__bf16,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,gemm2_accumulator,bf16,none,storage_compute,8192.0,84.73332977294922,183.43893432617188,0.9961722237723214,0.8609967912946428,13,pass
out_accumulator__fp8__tensor,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,out_accumulator,fp8,tensor,storage_compute,40960.0,182.5272674560547,1152.5509033203125,0.9902256556919643,0.5010811941964286,13,pass
gemm1_accumulator__f16,single_stage,5,a7c2bcfd-a2f4-479e-8d32-200115df89cf,16,gemm1_accumulator,f16,none,storage_compute,2048.0,29.6618709564209,64.45960998535156,0.9979771205357143,0.9357822963169643,13,pass
baseline__fp32,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,hidden_dequant,fp8,block,storage_compute,16768.0,186.31707763671875,642.9210815429688,0.9794735863095239,0.7750279017857142,5,pass
gemm1_operands__f16,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,gemm1_operands,f16,none,storage_compute,2048.0,3.676056385040283,7.220635890960693,0.9998046875,0.992587425595238,5,pass
gemm1_output__fp8__tensor,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,gemm1_output,fp8,tensor,storage_compute,17920.0,315.4161071777344,632.98974609375,0.9794363839285715,0.7773623511904761,5,pass
swiglu_input__fp8__block,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,swiglu_input,fp8,block,storage_compute,17264.0,253.1971893310547,609.32763671875,0.9799758184523809,0.7793340773809524,5,pass
swiglu_output__fp8__block,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,swiglu_output,fp8,block,storage_compute,13312.0,154.48992919921875,395.6208190917969,0.9872395833333333,0.8024088541666666,5,pass
gemm2_operands__fp8__block,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,gemm2_operands,fp8,block,storage_compute,20480.0,242.10791015625,591.2472534179688,0.9808128720238095,0.7801990327380952,5,pass
gemm2_accumulator__bf16,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,gemm2_accumulator,bf16,none,storage_compute,4096.0,11.647887229919434,76.03284454345703,0.9982700892857143,0.9385602678571429,5,pass
out_accumulator__fp8__tensor,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,out_accumulator,fp8,tensor,storage_compute,30720.0,44.93220520019531,525.155517578125,0.9942243303571429,0.7834170386904762,5,pass
gemm1_accumulator__f16,single_stage,6,2e69caee-ae5c-473b-aa99-5dc6659829d4,15,gemm1_accumulator,f16,none,storage_compute,2048.0,12.605633735656738,26.443220138549805,0.9993582589285714,0.9728050595238096,5,pass
baseline__fp32,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,hidden_dequant,fp8,block,storage_compute,14336.0,1632.664794921875,1023.9851684570312,0.9669164540816326,0.6427475286989797,12,pass
gemm1_operands__f16,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,gemm1_operands,f16,none,storage_compute,2048.0,43.39662551879883,11.708231925964355,0.9995017538265306,0.9876335299744898,12,pass
gemm1_output__fp8__tensor,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,gemm1_output,fp8,tensor,storage_compute,17824.0,3301.995849609375,1039.3585205078125,0.965690768494898,0.6438337053571428,12,pass
swiglu_input__fp8__block,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,swiglu_input,fp8,block,storage_compute,14336.0,2403.29541015625,1024.485595703125,0.966438137755102,0.6435945471938775,12,pass
swiglu_output__fp8__block,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,swiglu_output,fp8,block,storage_compute,10240.0,794.924072265625,634.8993530273438,0.9785554846938775,0.6841119260204082,12,pass
gemm2_operands__fp8__block,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,gemm2_operands,fp8,block,storage_compute,13776.0,1277.759521484375,962.0093994140625,0.9689094387755102,0.6484773596938775,12,pass
gemm2_accumulator__bf16,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,gemm2_accumulator,bf16,none,storage_compute,4096.0,173.4081573486328,124.79798889160156,0.9963926977040817,0.8978894292091837,12,pass
out_accumulator__fp8__tensor,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,out_accumulator,fp8,tensor,storage_compute,27648.0,493.5569763183594,859.151123046875,0.9891980229591837,0.6505400988520409,12,pass
gemm1_accumulator__f16,single_stage,7,8cba5890-4288-448a-93b8-42c14c6b9420,14,gemm1_accumulator,f16,none,storage_compute,2048.0,52.0379753112793,45.760581970214844,0.9982362085459183,0.9540915975765306,12,pass
baseline__fp32,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,hidden_dequant,fp8,block,storage_compute,45056.0,460800000000.0,1357.5994873046875,0.9563418838418617,0.5229486896702751,32,pass
gemm1_operands__f16,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,gemm1_operands,f16,none,storage_compute,4096.0,8849999872.0,15.345614433288574,0.9994956535161116,0.9841979115769527,32,pass
gemm1_output__fp8__tensor,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,gemm1_output,fp8,tensor,storage_compute,45056.0,382400004096.0,1377.3646240234375,0.9552280474042775,0.523058530576892,32,pass
swiglu_input__fp8__block,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,swiglu_input,fp8,block,storage_compute,40960.0,231999995904.0,1338.30078125,0.9564433583662872,0.5256561636858348,32,pass
swiglu_output__fp8__block,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,swiglu_output,fp8,block,storage_compute,32768.0,366400012288.0,848.4251708984375,0.9722487498291122,0.5766574515153318,32,pass
gemm2_operands__fp8__block,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,gemm2_operands,fp8,block,storage_compute,40448.0,366400012288.0,1275.2701416015625,0.9586364284385158,0.5297698030486384,32,pass
gemm2_accumulator__bf16,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,gemm2_accumulator,bf16,none,storage_compute,10240.0,26599999488.0,162.23158264160156,0.9961979737611267,0.8714904411215556,32,pass
out_accumulator__fp8__tensor,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,out_accumulator,fp8,tensor,storage_compute,147456.0,323199991808.0,1064.7281494140625,0.9896915194236144,0.5408764028623074,32,pass
gemm1_accumulator__f16,single_stage,8,5e8dc11c-f2a9-42d5-8dce-9419cbf34d5d,14107,gemm1_accumulator,f16,none,storage_compute,4096.0,11649999872.0,57.204830169677734,0.9981237250662032,0.9416838536814297,32,pass
baseline__fp32,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,hidden_dequant,fp8,block,storage_compute,38912.0,2475949.5,1044.50390625,0.9665322774246436,0.6344862218235867,32,pass
gemm1_operands__f16,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,gemm1_operands,f16,none,storage_compute,4096.0,6869.59326171875,11.810133934020996,0.9996171561139939,0.9878722277562891,32,pass
gemm1_output__fp8__tensor,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,gemm1_output,fp8,tensor,storage_compute,41984.0,2827723.75,1061.03955078125,0.9656656009747597,0.6345487719851499,32,pass
swiglu_input__fp8__block,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,swiglu_input,fp8,block,storage_compute,36864.0,929790.6875,1030.9832763671875,0.9665757834731754,0.6364829813118753,32,pass
swiglu_output__fp8__block,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,swiglu_output,fp8,block,storage_compute,28672.0,510634.8125,653.3869018554688,0.9786792222211428,0.6756129939185878,32,pass
gemm2_operands__fp8__block,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,gemm2_operands,fp8,block,storage_compute,43008.0,537941.4375,981.7011108398438,0.968267428481007,0.6397281985889749,32,pass
gemm2_accumulator__bf16,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,gemm2_accumulator,bf16,none,storage_compute,12288.0,58366.921875,124.12450408935547,0.9970806460622519,0.9020150726623404,32,pass
out_accumulator__fp8__tensor,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,out_accumulator,fp8,tensor,storage_compute,94208.0,296960.625,821.1154174804688,0.9920200262334701,0.6476259242057846,32,pass
gemm1_accumulator__f16,single_stage,9,58a34f27-7995-4155-8b46-f60a7225e20e,11948,gemm1_accumulator,f16,none,storage_compute,4096.0,23521.564453125,44.22636413574219,0.9985618600430736,0.9551479144933103,32,pass
baseline__fp32,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,hidden_dequant,fp8,block,storage_compute,24576.0,1859.1192626953125,1093.903564453125,0.9642969650057603,0.6104078161002304,18,pass
gemm1_operands__f16,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,gemm1_operands,f16,none,storage_compute,2048.0,57.36478042602539,12.481917381286621,0.9996174755184332,0.9870909238191244,18,pass
gemm1_output__fp8__tensor,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,gemm1_output,fp8,tensor,storage_compute,27648.0,1815.3355712890625,1115.0362548828125,0.9633429039458525,0.6098565308179724,18,pass
swiglu_input__fp8__block,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,swiglu_input,fp8,block,storage_compute,26624.0,1763.62890625,1085.957275390625,0.9642114595334101,0.6113573768721199,18,pass
swiglu_output__fp8__block,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,swiglu_output,fp8,block,storage_compute,14208.0,1355.2913818359375,685.8871459960938,0.9769922775057603,0.6535790790610598,18,pass
gemm2_operands__fp8__block,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,gemm2_operands,fp8,block,storage_compute,22528.0,1687.582763671875,1026.4779052734375,0.9660498271889401,0.6162491899481567,18,pass
gemm2_accumulator__bf16,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,gemm2_accumulator,bf16,none,storage_compute,6144.0,148.49668884277344,129.88534545898438,0.9970208093317973,0.8962526101670507,18,pass
out_accumulator__fp8__tensor,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,out_accumulator,fp8,tensor,storage_compute,47104.0,428.2317810058594,868.958251953125,0.9919917374711982,0.6257200460829493,18,pass
gemm1_accumulator__f16,single_stage,10,5eadab1e-a0e3-4966-b0fd-1115cd77497c,62,gemm1_accumulator,f16,none,storage_compute,2048.0,89.58277893066406,45.42828369140625,0.9985171550979263,0.952470208093318,18,pass
baseline__fp32,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,hidden_dequant,fp8,block,storage_compute,22784.0,15133.4443359375,886.8843383789062,0.9701474538438256,0.674922915405569,19,pass
gemm1_operands__f16,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,gemm1_operands,f16,none,storage_compute,2048.0,77.66666412353516,9.963569641113281,0.9996429517251816,0.9889622427360775,19,pass
gemm1_output__fp8__tensor,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,gemm1_output,fp8,tensor,storage_compute,21536.0,7908.5556640625,891.7713623046875,0.9698140511501211,0.6756582929782082,19,pass
swiglu_input__fp8__block,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,swiglu_input,fp8,block,storage_compute,18432.0,3113.666748046875,862.693115234375,0.970130901937046,0.6770912151937045,19,pass
swiglu_output__fp8__block,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,swiglu_output,fp8,block,storage_compute,12288.0,2103.888916015625,552.6095581054688,0.9806460918583535,0.711311100181598,19,pass
gemm2_operands__fp8__block,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,gemm2_operands,fp8,block,storage_compute,18432.0,2743.888916015625,829.9527587890625,0.971630031779661,0.6800374546004843,19,pass
gemm2_accumulator__bf16,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,gemm2_accumulator,bf16,none,storage_compute,6144.0,336.77777099609375,105.09255981445312,0.9974982975181598,0.9140790519067796,19,pass
out_accumulator__fp8__tensor,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,out_accumulator,fp8,tensor,storage_compute,30720.0,1222.111083984375,679.8399047851562,0.9936960880750605,0.6876607899515739,19,pass
gemm1_accumulator__f16,single_stage,11,eedc63b2-c03b-4cf2-8d16-1f46566e3af7,59,gemm1_accumulator,f16,none,storage_compute,2048.0,324.5555419921875,37.072086334228516,0.9987278677360775,0.9603605478208233,19,pass
baseline__fp32,single_stage,12,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,58,baseline,fp32,none,storage_compute,0.0,0.0,0.0,1.0,1.0,0,pass
hidden_dequant__fp8__block,single_stage,12,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,58,hidden_dequant,fp8,block,storage_compute,26624.0,1933.2435302734375,1407.991943359375,0.9556481873460592,0.5115167025862069,26,pass
gemm1_operands__f16,single_stage,12,e626d3e6-6c29-4fd8-bb7c-5b09eec61702,58,gemm1_operands,f16,none,storage_compute,4096.0,104.89928436279297,16.036020278930664,0.9994756388546798,0.9836582127463054,26,pass
